,HMD,task,subID,type,lum_path,dur(s),max_lum_roc,max_lum_frame,max_lum_time(s),min_lum_roc,min_lum_frame,min_lum_time(s)
66,PI,cereal,P4,full,/data/AMPs/first-round/avg-lum-per-frame/P4_cereal_pi_PI world v1 ps1.csv,225.03311580132137,96281.89746093824,1.0,0.03333330111114226,-0.7972949880372607,842.0,28.066639535581782
67,PI,cereal,P4,merged,/data/AMPs/first-round/avg-lum-per-frame/P4_cereal_pi_Subject4_cereal_merged_for_tagging.csv,194.193999805806,1.0451428318509923,242.0,8.074733325258599,-0.49004126433396844,244.0,8.1414666585252
68,PI,cereal,P11,full,/data/AMPs/first-round/avg-lum-per-frame/P11_cereal_pi_PI world v1 ps1.csv,226.96644726576764,0.664528426895886,1533.0,51.09995060338108,-0.4967559231179559,1389.0,46.299955243376594
69,PI,cereal,P11,merged,/data/AMPs/first-round/avg-lum-per-frame/P11_cereal_pi_Subject11_cereal_merged_for_tagging.csv,182.7825998172174,0.3787028751855981,71.0,2.3690333309643,-0.42755883477991175,94.0,3.1364666635301997
70,PI,cereal,P17,full,/data/AMPs/first-round/avg-lum-per-frame/P17_cereal_pi_PI world v1 ps1.csv,143.06652836902256,0.39392342999040353,536.0,17.86664939557225,-0.27549802419233704,557.0,18.566648718906237
71,PI,cereal,P17,merged,/data/AMPs/first-round/avg-lum-per-frame/P17_cereal_pi_Subject17_cereal_merged_for_tagging.csv,133.5333998664666,0.20123039772833584,36.0,1.2011999987988,-0.23352043541147194,57.0,1.9018999980981
72,varjo,cereal,P14,full,/data/AMPs/second-round/avg-lum-per-frame/P14_cereal_varjo_P14_cereal_2022-02-01_14-06-21-511.csv,172.73316635793918,1.5131772457439325,252.0,8.39999188000785,-0.6217207168083692,206.0,6.866660028895305
73,varjo,cereal,P14,merged,/data/AMPs/second-round/avg-lum-per-frame/P14_cereal_varjo_P14_cereal_2_merged_2022-02-01_14-06-21-511.csv,173.17299982682698,0.502451315301788,140.0,4.671333328662,-0.43453729972660005,138.0,4.6045999953954
74,varjo,cereal,P23,full,/data/AMPs/second-round/avg-lum-per-frame/P23_cereal_varjo_P23_cereal_2022-02-11_14-23-20-032.csv,188.03315156795347,0.5534122650140498,314.0,10.46665654889867,-0.4597958729837526,201.0,6.699993523339594
75,varjo,cereal,P23,merged,/data/AMPs/second-round/avg-lum-per-frame/P23_cereal_varjo_P23_cereal_2_merged_varjo.csv,188.4215664782451,0.4528831500122765,290.0,9.676333323657,-0.4148686339770582,177.0,5.9058999940941
76,varjo,cereal,P19,full,/data/AMPs/second-round/avg-lum-per-frame/P19_cereal_varjo_P19_cereal_2022-02-11_11-06-31-382.csv,137.43320048123954,0.4422543318541763,273.0,9.099991203341837,-0.37609117215941423,174.0,5.7999943933387526
77,varjo,cereal,P19,merged,/data/AMPs/second-round/avg-lum-per-frame/P19_cereal_varjo_P19_cereal_2_merged_varjo.csv,134.8346998651653,0.3769975530666847,86.0,2.8695333304638,-0.46385111890862596,85.0,2.8361666638305
78,varjo,cereal,P2,full,/data/AMPs/second-round/avg-lum-per-frame/P2_cereal_varjo_P2_cereal_2022-02-04_14-38-42-103.csv,121.69988235678038,0.8758276331142247,239.0,7.966658965563,-0.389706121474662,193.0,6.433327114450456
79,varjo,cereal,P2,merged,/data/AMPs/second-round/avg-lum-per-frame/P2_cereal_varjo_P2_cereal_2_merged_varjo.csv,122.68923321064409,0.548748181756225,222.0,7.4073999925926,-0.39407560916517936,220.0,7.340666659326
80,varjo,cereal,P9,full,/data/AMPs/second-round/avg-lum-per-frame/P9_cereal_varjo_P9_cereal_2022-02-04_10-26-52-492.csv,123.89988023011577,1.5787820192445965,328.0,10.93332276445466,-0.5350244700459454,210.0,6.999993233339874
81,varjo,cereal,P9,merged,/data/AMPs/second-round/avg-lum-per-frame/P9_cereal_varjo_P9_cereal_2_merged_varjo.csv,122.121999877878,0.4398776514242997,156.0,5.2051999947948,-0.5951162894085009,155.0,5.1718333281615
82,varjo,cereal,P18,full,/data/AMPs/second-round/avg-lum-per-frame/P18_cereal_varjo_P18_cereal_2022-02-15_10-38-48-194.csv,137.06653416901696,0.56532613419533,371.0,12.366654712233778,-0.3786291271018767,329.0,10.966656065565802
83,varjo,cereal,P18,merged,/data/AMPs/second-round/avg-lum-per-frame/P18_cereal_varjo_P18_cereal_2_merged_varjo.csv,135.6021331977312,0.3754923596360249,263.0,8.7754333245579,-0.3138883093160273,221.0,7.374033325959299
84,varjo,cereal,P21,full,/data/AMPs/second-round/avg-lum-per-frame/P21_cereal_varjo_P21_cereal_2022-02-14_14-16-50-351.csv,173.59983218682888,1.1135110344876464,930.0,30.9999700333623,-0.526452364465507,890.0,29.66663798891661
85,varjo,cereal,P21,merged,/data/AMPs/second-round/avg-lum-per-frame/P21_cereal_varjo_P21_cereal_2_merged_varjo.csv,152.1853665144813,0.7725529210348363,182.0,6.0727333272605994,-0.5295272549765337,181.0,6.0393666606273
86,varjo,cereal,P22,full,/data/AMPs/second-round/avg-lum-per-frame/P22_cereal_varjo_P22_cereal_2022-02-08_14-08-32-700.csv,190.2664827424,1.2410523773404583,425.0,14.16665297223546,-0.5952120235866213,334.0,11.133322571121514
87,varjo,cereal,P22,merged,/data/AMPs/second-round/avg-lum-per-frame/P22_cereal_varjo_P22_cereal_2_merged_varjo.csv,189.1556331441777,0.3038806096050639,360.0,12.011999987988,-0.35091601840640685,269.0,8.9756333243577
88,varjo,cereal,P5,full,/data/AMPs/second-round/avg-lum-per-frame/P5_cereal_varjo_P5_cereal_2022-02-08_10-22-45-519.csv,102.89990053009615,1.0178738232795999,200.0,6.666660222228452,-0.2849899215842667,121.0,4.033329434448214
89,varjo,cereal,P5,merged,/data/AMPs/second-round/avg-lum-per-frame/P5_cereal_varjo_P5_cereal_2_merged_varjo.csv,105.3051998946948,0.39604466347872314,182.0,6.0727333272605994,-0.38549113489215026,104.0,3.4701333298632
90,varjo,cereal,P16,full,/data/AMPs/second-round/avg-lum-per-frame/P16_cereal_varjo_P16_cereal_2022-02-02_10-48-46-081.csv,226.6997808568785,0.3234559584377794,137.0,4.5666622522264895,-0.3769859568094788,95.0,3.1666636055585147
91,varjo,cereal,P16,merged,/data/AMPs/second-round/avg-lum-per-frame/P16_cereal_varjo_P16_cereal_2_merged_2022-02-02_10-48-46-081.csv,227.9610664387056,0.38102788255324094,170.0,5.672333327661,-0.39388560061770006,128.0,4.2709333290624
92,varjo,cereal,P4,full,/data/AMPs/second-round/avg-lum-per-frame/P4_cereal_varjo_P4_cereal_2022-02-14_10-11-48-204.csv,159.8998454301494,0.31333205545590226,229.0,7.633325954451577,-0.24096421373855936,186.0,6.19999400667246
93,varjo,cereal,P4,merged,/data/AMPs/second-round/avg-lum-per-frame/P4_cereal_varjo_P4_cereal_2_merged_varjo.csv,170.4702998295297,0.5265549777571179,191.0,6.3730333269603,-0.3540262928727802,189.0,6.3062999936937
94,varjo,cereal,P13,full,/data/AMPs/second-round/avg-lum-per-frame/P13_cereal_varjo_P13_cereal_2022-02-07_11-49-49-595.csv,203.63313648796805,0.5275264244101849,137.0,4.5666622522264895,-0.4508886256713669,92.0,3.0666637022250876
95,varjo,cereal,P13,merged,/data/AMPs/second-round/avg-lum-per-frame/P13_cereal_varjo_P13_cereal_2_merged_varjo.csv,204.7378664619288,0.2741441950909287,142.0,4.7380666619286,-0.3398777794148723,97.0,3.2365666634301
96,varjo,cereal,P25,full,/data/AMPs/second-round/avg-lum-per-frame/P25_cereal_varjo_P25_cereal_2022-02-09_11-13-19-240.csv,295.29971454360924,1.7801845910731426,194.0,6.466660415561598,-0.658913087716867,147.0,4.899995263337912
97,varjo,cereal,P25,merged,/data/AMPs/second-round/avg-lum-per-frame/P25_cereal_varjo_P25_cereal_2_merged_varjo.csv,296.5629330367704,0.3095522425684656,200.0,6.67333332666,-0.39547303411371615,153.0,5.1050999948949
