,HMD,task,subID,type,path,max_lum_roc,max_lum_frame,max_lum_time(s),min_lum_roc,min_lum_frame,min_lum_time(s)
35,PI,sandwich,P19,merged,/data/AMPs/first-round/avg-lum-per-frame/P19_sandwich_pi_Subject19_sandwich_merged_for_tagging.csv,0.23593073593073588,63.0,2.1020999978979,-0.19117647058823528,11.0,0.3670333329663
36,PI,sandwich,P8,full,/data/AMPs/first-round/avg-lum-per-frame/P8_sandwich_pi_PI world v1 ps1.csv,0.36708860759493667,2194.0,73.13326263784612,-0.2952029520295203,2935.0,97.83323876120252
37,PI,sandwich,P8,merged,/data/AMPs/first-round/avg-lum-per-frame/P8_sandwich_pi_Subject8_sandwich_merged_for_tagging.csv,0.43317972350230405,205.0,6.8401666598265,-0.5256410256410257,59.0,1.9686333313647
38,PI,cereal,P18,full,/data/AMPs/first-round/avg-lum-per-frame/P18_cereal_pi_PI world v1 ps1.csv,0.6125,773.0,25.766641758912964,-0.5698924731182795,769.0,25.633308554468396
39,PI,cereal,P18,merged,/data/AMPs/first-round/avg-lum-per-frame/P18_cereal_pi_Subject18_cereal_merged_for_tagging.csv,0.36202531645569613,42.0,1.4013999985985999,-0.5742092457420924,61.0,2.0353666646313
40,PI,cereal,P8,full,/data/AMPs/first-round/avg-lum-per-frame/P8_cereal_pi_PI world v1 ps1.csv,0.4819277108433735,1135.0,37.833296761146464,-0.4575163398692811,4563.0,152.0998529701421
41,PI,cereal,P8,merged,/data/AMPs/first-round/avg-lum-per-frame/P8_cereal_pi_Subject8_cereal_merged_for_tagging.csv,0.4291187739463602,164.0,5.4721333278612,-0.3307692307692308,163.0,5.4387666612279
42,PI,cereal,P6,full,/data/AMPs/first-round/avg-lum-per-frame/P6_cereal_pi_PI world v1 ps1.csv,1.4193548387096775,1613.0,53.76661469227246,-0.8333333333333334,1614.0,53.799947993383604
43,PI,cereal,P6,merged,/data/AMPs/first-round/avg-lum-per-frame/P6_cereal_pi_Subject6_cereal_merged_for_tagging.csv,0.5269978401727862,50.0,1.668333331665,-1.0,6726.0,224.4241997755758
44,PI,cereal,P5,full,/data/AMPs/first-round/avg-lum-per-frame/P5_cereal_pi_PI world v1 ps1.csv,0.8840579710144927,1896.0,63.19993890672572,-0.7467248908296944,1787.0,59.56660908561121
45,PI,cereal,P5,merged,/data/AMPs/first-round/avg-lum-per-frame/P5_cereal_pi_Subject5_cereal_merged_for_tagging.csv,0.6324324324324324,50.0,1.668333331665,-1.0,3866.0,128.9955332043378
46,PI,cereal,P25,full,/data/AMPs/first-round/avg-lum-per-frame/P25_cereal_pi_PI world v1 ps1.csv,0.39473684210526305,857.0,28.566639052248913,-0.3884057971014493,852.0,28.399972546693203
47,PI,cereal,P25,merged,/data/AMPs/first-round/avg-lum-per-frame/P25_cereal_pi_Subject25_cereal_merged_for_tagging.csv,0.24829157175398642,72.0,2.4023999975976,-0.24181360201511337,20.0,0.6673333326659999
48,PI,cereal,P3,full,/data/AMPs/first-round/avg-lum-per-frame/P3_cereal_pi_PI world v1 ps1.csv,1.0559006211180124,554.0,18.46664881557281,-0.6944444444444444,502.0,16.73331715779341
49,PI,cereal,P3,merged,/data/AMPs/first-round/avg-lum-per-frame/P3_cereal_pi_Subject3_cereal_merged_for_tagging.csv,0.37209302325581395,93.0,3.1030999968969,-0.5979381443298969,1.0,0.0333666666333
50,PI,cereal,P2,full,/data/AMPs/first-round/avg-lum-per-frame/P2_cereal_pi_PI world v1 ps1.csv,0.5494505494505495,392.0,13.066654035567765,-0.6101694915254237,387.0,12.899987530012053
51,PI,cereal,P2,merged,/data/AMPs/first-round/avg-lum-per-frame/P2_cereal_pi_Subject2_cereal_merged_for_tagging.csv,0.2867469879518072,220.0,7.340666659326,-0.3324324324324325,88.0,2.9362666637304
52,PI,cereal,P13,full,/data/AMPs/first-round/avg-lum-per-frame/P13_cereal_pi_PI world v1 ps1.csv,0.7452471482889733,514.0,17.13331677112712,-0.47813411078717205,550.0,18.333315611128242
53,PI,cereal,P13,merged,/data/AMPs/first-round/avg-lum-per-frame/P13_cereal_pi_Subject13_cereal_merged_for_tagging.csv,0.5307017543859649,140.0,4.671333328662,-1.0,5171.0,172.5390331607943
54,PI,cereal,P15,full,/data/AMPs/first-round/avg-lum-per-frame/P15_cereal_pi_PI world v1 ps1.csv,1.0630630630630629,830.0,27.666639922248073,-0.5773809523809523,851.0,28.36663924558206
55,PI,cereal,P15,merged,/data/AMPs/first-round/avg-lum-per-frame/P15_cereal_pi_Subject15_cereal_merged_for_tagging.csv,0.3849206349206349,54.0,1.8017999981982,-1.0,4103.0,136.9034331964299
56,PI,cereal,P23,full,/data/AMPs/first-round/avg-lum-per-frame/P23_cereal_pi_PI world v1 ps1.csv,inf,1.0,0.03333330111114226,-1.0,6137.0,204.56646891908002
57,PI,cereal,P23,merged,/data/AMPs/first-round/avg-lum-per-frame/P23_cereal_pi_Subject23_cereal_merged_for_tagging.csv,0.23029045643153534,131.0,4.3710333289623,-1.0,5799.0,193.49329980650668
